,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,param_loss,param_penalty,param_dual
56,26.09629578590393,0.11240943391473637,2.462600016593933,0.023311390552319046,8.0,poly,3,"{'C': 8.0, 'degree': 3, 'kernel': 'poly'}",0.825,0.81,0.7983333333333333,0.7983333333333333,0.7966666666666666,0.775,0.815,0.8033333333333333,0.8083333333333333,0.84,0.807,0.016679994670929055,25,,,
57,26.046633863449095,0.09344655804998973,2.4805267572402956,0.021211325388065486,8.0,poly,4,"{'C': 8.0, 'degree': 4, 'kernel': 'poly'}",0.765,0.7683333333333333,0.7716666666666666,0.7783333333333333,0.77,0.7133333333333334,0.7566666666666667,0.75,0.7616666666666667,0.795,0.763,0.020231987873991348,37,,,
58,25.928267526626588,0.11813699624772507,2.4624430418014525,0.01598108090051731,8.0,poly,5,"{'C': 8.0, 'degree': 5, 'kernel': 'poly'}",0.7533333333333333,0.7133333333333334,0.755,0.7433333333333333,0.7416666666666667,0.6766666666666666,0.7183333333333334,0.7433333333333333,0.7233333333333334,0.7983333333333333,0.7366666666666667,0.030313180118372415,45,,,
59,25.99385964870453,0.12477649745787495,2.3683923959732054,0.03306298986958578,16.0,poly,2,"{'C': 16.0, 'degree': 2, 'kernel': 'poly'}",0.8533333333333334,0.8416666666666667,0.8266666666666667,0.8183333333333334,0.835,0.8016666666666666,0.8366666666666667,0.8333333333333334,0.8283333333333334,0.875,0.835,0.018678567634829207,6,,,
60,26.08420889377594,0.10093837226637244,2.4727800846099854,0.015098260512746937,16.0,poly,3,"{'C': 16.0, 'degree': 3, 'kernel': 'poly'}",0.825,0.81,0.7983333333333333,0.7983333333333333,0.7966666666666666,0.775,0.815,0.8033333333333333,0.8083333333333333,0.84,0.807,0.016679994670929055,25,,,
61,26.072242736816406,0.13204629938343163,2.3839004039764404,0.14432328939999858,16.0,poly,4,"{'C': 16.0, 'degree': 4, 'kernel': 'poly'}",0.765,0.7683333333333333,0.7716666666666666,0.7783333333333333,0.77,0.7133333333333334,0.7566666666666667,0.75,0.7616666666666667,0.795,0.763,0.020231987873991348,37,,,
62,21.082877349853515,2.6773341171474505,1.5530065774917603,0.17156374515948544,16.0,poly,5,"{'C': 16.0, 'degree': 5, 'kernel': 'poly'}",0.7533333333333333,0.7133333333333334,0.755,0.7433333333333333,0.7416666666666667,0.6766666666666666,0.7183333333333334,0.7433333333333333,0.7233333333333334,0.7983333333333333,0.7366666666666667,0.030313180118372415,45,,,
0,0.052139902114868165,0.0020912365494313596,0.0011923551559448243,3.558343578616916e-05,0.0625,,,"{'C': 0.0625, 'loss': 'hinge', 'penalty': 'l2'}",0.7833333333333333,0.765,0.7766666666666666,0.7483333333333333,0.78,0.75,0.7533333333333333,0.7583333333333333,0.7633333333333333,0.81,0.7688333333333335,0.01805931584775264,25,hinge,l2,
1,0.09591765403747558,0.003961510878890353,0.0015495777130126952,0.00047696354144840565,0.0625,,,"{'C': 0.0625, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.8366666666666667,0.83,0.8066666666666666,0.8016666666666666,0.8083333333333333,0.785,0.82,0.81,0.8183333333333334,0.8516666666666667,0.8168333333333333,0.018050084641229674,13,squared_hinge,l2,
2,0.05617513656616211,0.001927650436575282,0.0016131401062011719,0.00020358291493055534,0.125,,,"{'C': 0.125, 'loss': 'hinge', 'penalty': 'l2'}",0.8133333333333334,0.8016666666666666,0.79,0.7916666666666666,0.8066666666666666,0.77,0.7816666666666666,0.775,0.7916666666666666,0.8266666666666667,0.7948333333333334,0.016640813281407447,24,hinge,l2,
3,0.10539102554321289,0.003493801703338387,0.0015247821807861327,0.0002807684282415959,0.125,,,"{'C': 0.125, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.8483333333333334,0.8416666666666667,0.81,0.805,0.8266666666666667,0.8033333333333333,0.8233333333333334,0.8116666666666666,0.8133333333333334,0.86,0.8243333333333334,0.018592113023179115,9,squared_hinge,l2,
4,0.06649410724639893,0.00396836201767483,0.0012772083282470703,0.00013738836228416575,0.25,,,"{'C': 0.25, 'loss': 'hinge', 'penalty': 'l2'}",0.8266666666666667,0.825,0.8033333333333333,0.7933333333333333,0.8133333333333334,0.8016666666666666,0.815,0.8016666666666666,0.82,0.8466666666666667,0.8146666666666667,0.014922019523732927,15,hinge,l2,
5,0.12077221870422364,0.0056575893477515534,0.0013536930084228516,0.0001732428144937818,0.25,,,"{'C': 0.25, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.8516666666666667,0.8566666666666667,0.8166666666666667,0.82,0.8433333333333334,0.8116666666666666,0.83,0.825,0.8316666666666667,0.865,0.8351666666666666,0.017198998678863726,2,squared_hinge,l2,
6,0.26436338424682615,0.1150830420878906,0.0012177705764770507,7.394351880411033e-05,0.5,,,"{'C': 0.5, 'loss': 'hinge', 'penalty': 'l2'}",0.8516666666666667,0.85,0.805,0.8166666666666667,0.8266666666666667,0.8,0.8283333333333334,0.8183333333333334,0.83,0.8533333333333334,0.828,0.017962924780409967,5,hinge,l2,
7,0.15147504806518555,0.005153202348882705,0.0012162685394287109,7.20500946044922e-05,0.5,,,"{'C': 0.5, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.8533333333333334,0.8566666666666667,0.82,0.8216666666666667,0.845,0.81,0.8266666666666667,0.8366666666666667,0.8316666666666667,0.86,0.8361666666666666,0.016211278652702124,1,squared_hinge,l2,
8,0.6649274826049805,0.32160031278893014,0.0011817216873168945,4.352262430319652e-05,1.0,,,"{'C': 1.0, 'loss': 'hinge', 'penalty': 'l2'}",0.8566666666666667,0.8483333333333334,0.8183333333333334,0.8233333333333334,0.8416666666666667,0.8066666666666666,0.8116666666666666,0.835,0.83,0.8566666666666667,0.8328333333333333,0.017030201930035307,4,hinge,l2,
9,0.2128751754760742,0.005005109681853112,0.001206517219543457,9.759047938865581e-05,1.0,,,"{'C': 1.0, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.86,0.855,0.8133333333333334,0.8216666666666667,0.8416666666666667,0.8116666666666666,0.825,0.8283333333333334,0.8266666666666667,0.8516666666666667,0.8334999999999999,0.01652355221427214,3,squared_hinge,l2,
10,3.0501559734344483,1.3649358490234953,0.0011808633804321288,3.784288710756062e-05,2.0,,,"{'C': 2.0, 'loss': 'hinge', 'penalty': 'l2'}",0.8533333333333334,0.8516666666666667,0.8083333333333333,0.8216666666666667,0.8233333333333334,0.805,0.8166666666666667,0.8266666666666667,0.825,0.845,0.8276666666666668,0.01614517471774978,6,hinge,l2,
11,0.3180072784423828,0.007187270741700344,0.0011945486068725586,3.688036420128433e-05,2.0,,,"{'C': 2.0, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.8466666666666667,0.8533333333333334,0.81,0.815,0.8266666666666667,0.8,0.815,0.82,0.815,0.8466666666666667,0.8248333333333335,0.017085568959407438,8,squared_hinge,l2,
12,6.208014035224915,3.8702035407616346,0.0011409759521484376,6.155607580854144e-05,4.0,,,"{'C': 4.0, 'loss': 'hinge', 'penalty': 'l2'}",0.8383333333333334,0.8516666666666667,0.805,0.81,0.815,0.78,0.8016666666666666,0.81,0.7983333333333333,0.8433333333333334,0.8153333333333335,0.021262904578422753,14,hinge,l2,
13,0.49957292079925536,0.01376101021424482,0.0011811017990112304,4.4520793181756726e-05,4.0,,,"{'C': 4.0, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.8483333333333334,0.8533333333333334,0.8116666666666666,0.8066666666666666,0.82,0.7833333333333333,0.8083333333333333,0.8183333333333334,0.805,0.84,0.8195,0.020656583561771413,12,squared_hinge,l2,
14,7.0638915538787845,7.622339381923968,0.0010372161865234374,0.00019301141282432465,8.0,,,"{'C': 8.0, 'loss': 'hinge', 'penalty': 'l2'}",0.8383333333333334,0.8466666666666667,0.805,0.8083333333333333,0.7966666666666666,0.77,0.795,0.8116666666666666,0.7933333333333333,0.8316666666666667,0.8096666666666665,0.022196095752781992,18,hinge,l2,
